TransactionID,CustomerID,ProductID,PurchaseDate,Quantity,UnitPrice,TotalAmount,StoreLocation,PaymentType,PurchaseDateRaw,ProductName,Category,Department,CustomerSegment,AgeGroup,LoyaltyTier,Region,BasketItemCount,BasketValue,BasketSizeSegment
T00314,C017,P003,2025-12-24,1,1.8,1.8,Hilltop,Voucher,2025-12-24,Tomatoes,Produce,Fresh Food,Senior,60+,Bronze,North,3,33.1,Small
T00129,C026,P002,2025-06-18,2,1.2,2.4,Eastpark,Card,18-06-2025,Apples,Produce,Fresh Food,Family,41-60,Silver,North,5,20.4,Large
T00306,C023,P036,2025-12-13,2,7.8,15.6,Riverside,Card,2025-12-13,Olive Oil,Pantry,Grocery,Premium Shopper,41-60,Bronze,Central,4,36.4,Large
T00131,C039,P035,2025-06-15,2,2.1,4.2,Downtown,Card,2025-06-15,Sugar,Pantry,Grocery,Budget Shopper,26-40,Bronze,West,3,19.5,Small
T00236,C031,P044,2025-10-19,5,5.5,27.5,Eastpark,Mobile,2025-10-19,Paper Towels,Household,Non-Food,Student,18-25,Bronze,East,3,52.8,Small
T00080,C020,P034,2025-04-03,1,3.9,3.9,Eastpark,Card,04/03/2025,Cereal,Pantry,Grocery,Budget Shopper,26-40,Not Enrolled,East,6,55.6,Large
T00181,C018,P010,2025-08-05,2,3.2,6.4,Downtown,Card,2025-08-05,Greek Yogurt,Dairy,Fresh Food,Young Singles,26-40,Bronze,East,2,8.6,Small
T00292,C041,P040,2025-12-06,2,5.2,10.4,Hilltop,Card,2025-12-06,Frozen Pizza,Frozen,Grocery,Young Singles,26-40,Silver,North,3,19.6,Small
T00043,C054,P013,2025-03-14,1,1.9,1.9,Westgate,Voucher,2025-03-14,White Bread,Bakery,Fresh Food,Premium Shopper,41-60,Gold,North,3,12.5,Small
T00031,C023,P001,2025-02-07,3,0.59,1.77,Hilltop,Card,02/07/2025,Bananas,Produce,Fresh Food,Premium Shopper,41-60,Bronze,Central,4,35.67,Large
T00133,C038,P023,2025-06-18,1,8.9,8.9,Riverside,Cash,2025-06-18,Coffee Beans,Beverages,Grocery,Student,18-25,Bronze,North,3,20.1,Small
T00226,C006,P031,2025-10-25,4,1.5,6.0,Riverside,Cash,2025-10-25,Pasta,Pantry,Grocery,Premium Shopper,41-60,Bronze,Central,3,16.8,Small
T00056,C045,P027,2025-03-24,1,1.3,1.3,Eastpark,Card,03/24/2025,Chocolate Bar,Snacks,Grocery,Student,18-25,Silver,East,2,3.7,Small
T00215,C051,P044,2025-09-27,1,5.5,5.5,Hilltop,Card,09/27/2025,Paper Towels,Household,Non-Food,Young Singles,26-40,Bronze,West,5,29.5,Large
T00003,C028,P004,2025-01-12,2,1.4,2.8,Westgate,Cash,01/12/2025,Lettuce,Produce,Fresh Food,Budget Shopper,26-40,Not Enrolled,South,4,14.2,Large
T00071,C004,P042,2025-04-20,2,2.4,4.8,Downtown,Card,20-04-2025,Frozen Vegetables,Frozen,Grocery,Young Singles,26-40,Bronze,North,4,22.6,Large
T00113,C034,P021,2025-06-05,1,3.4,3.4,Riverside,Cash,05-06-2025,Orange Juice,Beverages,Grocery,Budget Shopper,26-40,Gold,West,3,19.4,Small
T00270,C058,P039,2025-11-02,1,2.8,2.8,Eastpark,Card,2025-11-02,Jam,Pantry,Grocery,Family,41-60,Not Enrolled,Central,6,65.5,Large
T00048,C056,P035,2025-03-23,2,2.1,4.2,Downtown,Card,2025-03-23,Sugar,Pantry,Grocery,Premium Shopper,41-60,Silver,South,6,35.9,Large
T00052,C038,P048,2025-03-02,2,4.8,9.6,Hilltop,Mobile,2025-03-02,Shampoo,Personal Care,Non-Food,Student,18-25,Bronze,North,2,10.9,Small
T00079,C007,P039,2025-04-11,1,2.8,2.8,Eastpark,Mobile,2025-04-11,Jam,Pantry,Grocery,Family,41-60,Silver,Central,4,22.3,Large
T00101,C060,P006,2025-05-11,1,0.85,0.85,Riverside,Card,11-05-2025,Carrots,Produce,Fresh Food,Student,18-25,Silver,East,5,38.45,Large
T00289,C017,P011,2025-12-10,1,3.8,3.8,Eastpark,Mobile,2025-12-10,Butter,Dairy,Fresh Food,Senior,60+,Bronze,North,1,3.8,Single
T00269,C052,P014,2025-11-14,1,2.4,2.4,Hilltop,Mobile,2025-11-14,Whole Wheat Bread,Bakery,Fresh Food,Young Singles,26-40,Not Enrolled,East,3,15.7,Small
T00134,C016,P041,2025-06-16,1,4.6,4.6,Riverside,Card,06/16/2025,Ice Cream,Frozen,Grocery,Young Singles,26-40,Bronze,Central,5,18.1,Large
T00063,C042,P015,2025-04-28,1,2.8,2.8,Eastpark,Mobile,2025-04-28,Bagels,Bakery,Fresh Food,Student,18-25,Silver,East,3,8.9,Small
T00218,C039,P035,2025-10-16,1,2.1,2.1,Westgate,Card,10/16/2025,Sugar,Pantry,Grocery,Budget Shopper,26-40,Bronze,West,4,26.2,Large
T00180,C044,P038,2025-08-18,1,3.5,3.5,Riverside,Mobile,18-08-2025,Peanut Butter,Pantry,Grocery,Budget Shopper,26-40,Not Enrolled,North,5,32.9,Large
T00265,C019,P033,2025-11-28,3,4.2,12.6,Riverside,Cash,2025-11-28,Rice,Pantry,Grocery,Young Singles,26-40,Silver,North,3,18.55,Small
T00161,C036,P041,2025-07-11,2,4.6,9.2,Westgate,Voucher,2025-07-11,Ice Cream,Frozen,Grocery,Premium Shopper,41-60,Bronze,North,3,17.4,Small
T00028,C026,P020,2025-02-13,1,1.6,1.6,Riverside,Card,2025-02-13,Cola,Beverages,Grocery,Family,41-60,Silver,North,4,18.4,Large
T00224,C008,P011,2025-10-28,1,3.8,3.8,Westgate,Card,2025-10-28,Butter,Dairy,Fresh Food,Budget Shopper,26-40,Not Enrolled,Central,4,12.5,Large
T00038,C010,P019,2025-03-27,2,5.4,10.8,Downtown,Card,03/27/2025,Bacon,Meat,Fresh Food,Family,41-60,Silver,East,4,19.1,Large
T00094,C029,P037,2025-05-26,3,1.1,3.3,Downtown,Card,2025-05-26,Canned Beans,Pantry,Grocery,Premium Shopper,41-60,Silver,East,4,25.5,Large
T00194,C042,P005,2025-09-21,4,0.9,3.6,Downtown,Cash,2025-09-21,Onions,Produce,Fresh Food,Student,18-25,Silver,East,5,27.4,Large
T00305,C045,P023,2025-12-05,1,8.9,8.9,Eastpark,Mobile,2025-12-05,Coffee Beans,Beverages,Grocery,Student,18-25,Silver,East,2,32.3,Small
T00022,C009,P027,2025-02-03,2,1.3,2.6,Riverside,Card,2025-02-03,Chocolate Bar,Snacks,Grocery,Senior,60+,Silver,North,4,12.7,Large
T00011,C045,P028,2025-01-29,1,2.9,2.9,Riverside,Cash,01/29/2025,Cookies,Snacks,Grocery,Student,18-25,Silver,East,4,31.0,Large
T00029,C042,P024,2025-02-17,1,3.6,3.6,Hilltop,Card,2025-02-17,Tea Bags,Beverages,Grocery,Student,18-25,Silver,East,3,16.3,Small
T00247,C046,P046,2025-11-11,3,9.4,28.2,Downtown,Mobile,2025-11-11,Laundry Detergent,Household,Non-Food,Premium Shopper,41-60,Silver,Central,4,40.6,Large
T00205,C025,P007,2025-09-02,3,1.5,4.5,Westgate,Mobile,02-09-2025,Avocado,Produce,Fresh Food,Budget Shopper,26-40,Not Enrolled,Central,5,42.5,Large
T00295,C009,P040,2025-12-05,2,5.2,10.4,Eastpark,Mobile,2025-12-05,Frozen Pizza,Frozen,Grocery,Senior,60+,Silver,North,4,36.4,Large
T00168,C056,P022,2025-08-15,5,1.1,5.5,Downtown,Mobile,2025-08-15,Sparkling Water,Beverages,Grocery,Premium Shopper,41-60,Silver,South,5,53.1,Large
T00053,C033,P019,2025-03-17,2,5.4,10.8,Hilltop,Mobile,2025-03-17,Bacon,Meat,Fresh Food,Premium Shopper,41-60,Not Enrolled,Central,5,26.5,Large
T00074,C050,P016,2025-04-29,3,3.1,9.3,Hilltop,Card,29-04-2025,Croissant,Bakery,Fresh Food,Premium Shopper,41-60,Gold,Central,5,31.5,Large
T00046,C003,P007,2025-03-16,5,1.5,7.5,Riverside,Cash,2025-03-16,Avocado,Produce,Fresh Food,Student,18-25,Silver,Central,5,21.27,Large
T00078,C006,P029,2025-04-23,1,2.0,2.0,Eastpark,Mobile,2025-04-23,Popcorn,Snacks,Grocery,Premium Shopper,41-60,Bronze,Central,4,19.5,Large
T00199,C055,P038,2025-09-19,2,3.5,7.0,Westgate,Card,09/19/2025,Peanut Butter,Pantry,Grocery,Student,18-25,Bronze,North,5,51.0,Large
T00275,C035,P035,2025-11-28,1,2.1,2.1,Westgate,Cash,2025-11-28,Sugar,Pantry,Grocery,Senior,60+,Not Enrolled,South,6,38.0,Large
T00105,C009,P018,2025-05-13,1,7.2,7.2,Hilltop,Cash,2025-05-13,Ground Beef,Meat,Fresh Food,Senior,60+,Silver,North,2,9.3,Small
T00302,C013,P031,2025-12-02,2,1.5,3.0,Westgate,Mobile,2025-12-02,Pasta,Pantry,Grocery,Senior,60+,Silver,Central,4,19.6,Large
T00077,C006,P048,2025-04-28,2,4.8,9.6,Eastpark,Cash,2025-04-28,Shampoo,Personal Care,Non-Food,Premium Shopper,41-60,Bronze,Central,4,21.9,Large
T00258,C038,P019,2025-11-24,3,5.4,16.2,Downtown,Mobile,2025-11-24,Bacon,Meat,Fresh Food,Student,18-25,Bronze,North,6,49.3,Large
T00251,C017,P021,2025-11-28,2,3.4,6.8,Downtown,Card,11/28/2025,Orange Juice,Beverages,Grocery,Senior,60+,Bronze,North,2,13.2,Small
T00032,C019,P008,2025-02-03,1,2.1,2.1,Riverside,Card,2025-02-03,Whole Milk,Dairy,Fresh Food,Young Singles,26-40,Silver,North,4,30.9,Large
T00271,C033,P002,2025-11-22,2,1.2,2.4,Hilltop,Card,2025-11-22,Apples,Produce,Fresh Food,Premium Shopper,41-60,Not Enrolled,Central,6,20.6,Large
T00068,C018,P037,2025-04-06,3,1.1,3.3,Hilltop,Voucher,2025-04-06,Canned Beans,Pantry,Grocery,Young Singles,26-40,Bronze,East,2,9.7,Small
T00028,C026,P045,2025-02-13,3,2.9,8.7,Riverside,Card,2025-02-13,Dish Soap,Household,Non-Food,Family,41-60,Silver,North,4,18.4,Large
T00315,C021,P036,2025-12-28,2,7.8,15.6,Downtown,Mobile,28-12-2025,Olive Oil,Pantry,Grocery,Family,41-60,Bronze,South,5,43.9,Large
T00120,C055,P011,2025-06-05,1,3.8,3.8,Eastpark,Cash,2025-06-05,Butter,Dairy,Fresh Food,Student,18-25,Bronze,North,2,12.0,Small
T00053,C033,P031,2025-03-17,3,1.5,4.5,Hilltop,Mobile,2025-03-17,Pasta,Pantry,Grocery,Premium Shopper,41-60,Not Enrolled,Central,5,26.5,Large
T00262,C043,P024,2025-11-20,2,3.6,7.2,Hilltop,Mobile,2025-11-20,Tea Bags,Beverages,Grocery,Student,18-25,Bronze,East,3,14.3,Small
T00179,C004,P034,2025-08-21,1,3.9,3.9,Riverside,Cash,2025-08-21,Cereal,Pantry,Grocery,Young Singles,26-40,Bronze,North,3,9.4,Small
T00128,C047,P006,2025-06-21,1,0.85,0.85,Westgate,Card,06/21/2025,Carrots,Produce,Fresh Food,Young Singles,26-40,Silver,East,3,8.45,Small
T00091,C031,P004,2025-05-18,1,1.4,1.4,Hilltop,Card,2025-05-18,Lettuce,Produce,Fresh Food,Student,18-25,Bronze,East,2,5.8,Small
T00201,C022,P021,2025-09-01,3,3.4,10.2,Eastpark,Card,2025-09-01,Orange Juice,Beverages,Grocery,Student,18-25,Not Enrolled,North,4,21.6,Large
T00183,C017,P050,2025-08-24,1,2.2,2.2,Riverside,Card,08/24/2025,Hand Soap,Personal Care,Non-Food,Senior,60+,Bronze,North,5,19.8,Large
T00007,C005,P035,2025-01-06,4,2.1,8.4,Eastpark,Card,01/06/2025,Sugar,Pantry,Grocery,Young Singles,26-40,Not Enrolled,South,4,38.8,Large
T00254,C008,P034,2025-11-26,1,3.9,3.9,Westgate,Card,11/26/2025,Cereal,Pantry,Grocery,Budget Shopper,26-40,Not Enrolled,Central,1,3.9,Single
T00169,C018,P041,2025-08-19,3,4.6,13.8,Eastpark,Voucher,2025-08-19,Ice Cream,Frozen,Grocery,Young Singles,26-40,Bronze,East,1,13.8,Single
T00246,C039,P048,2025-11-14,2,4.8,9.6,Eastpark,Card,11/14/2025,Shampoo,Personal Care,Non-Food,Budget Shopper,26-40,Bronze,West,5,44.0,Large
T00296,C041,P020,2025-12-17,1,1.6,1.6,Eastpark,Card,2025-12-17,Cola,Beverages,Grocery,Young Singles,26-40,Silver,North,3,14.5,Small
T00056,C045,P042,2025-03-24,1,2.4,2.4,Eastpark,Card,03/24/2025,Frozen Vegetables,Frozen,Grocery,Student,18-25,Silver,East,2,3.7,Small
T00127,C020,P028,2025-06-26,1,2.9,2.9,Downtown,Card,06/26/2025,Cookies,Snacks,Grocery,Budget Shopper,26-40,Not Enrolled,East,4,38.9,Large
T00167,C053,P028,2025-08-18,1,2.9,2.9,Hilltop,Cash,08/18/2025,Cookies,Snacks,Grocery,Senior,60+,Not Enrolled,South,4,23.2,Large
T00308,C055,P043,2025-12-20,2,3.0,6.0,Hilltop,Mobile,2025-12-20,Frozen Fries,Frozen,Grocery,Student,18-25,Bronze,North,4,16.5,Large
T00219,C018,P044,2025-10-07,3,5.5,16.5,Westgate,Cash,10/07/2025,Paper Towels,Household,Non-Food,Young Singles,26-40,Bronze,East,6,31.47,Large
T00055,C041,P020,2025-03-03,5,1.6,8.0,Westgate,Voucher,2025-03-03,Cola,Beverages,Grocery,Young Singles,26-40,Silver,North,3,14.3,Small
T00158,C040,P049,2025-07-21,1,2.7,2.7,Downtown,Cash,2025-07-21,Toothpaste,Personal Care,Non-Food,Premium Shopper,41-60,Not Enrolled,Central,4,15.7,Large
T00088,C016,P024,2025-05-12,5,3.6,18.0,Eastpark,Card,2025-05-12,Tea Bags,Beverages,Grocery,Young Singles,26-40,Bronze,Central,2,22.2,Small
T00116,C014,P018,2025-06-16,2,7.2,14.4,Riverside,Mobile,2025-06-16,Ground Beef,Meat,Fresh Food,Senior,60+,Silver,West,3,21.9,Small
T00216,C024,P026,2025-09-28,1,2.5,2.5,Downtown,Cash,2025-09-28,Potato Chips,Snacks,Grocery,Student,18-25,Not Enrolled,West,3,19.9,Small
T00189,C058,P038,2025-08-08,1,3.5,3.5,Eastpark,Card,08/08/2025,Peanut Butter,Pantry,Grocery,Family,41-60,Not Enrolled,Central,4,11.95,Large
T00047,C055,P049,2025-03-22,2,2.7,5.4,Eastpark,Card,2025-03-22,Toothpaste,Personal Care,Non-Food,Student,18-25,Bronze,North,4,21.9,Large
T00224,C008,P013,2025-10-28,1,1.9,1.9,Westgate,Card,2025-10-28,White Bread,Bakery,Fresh Food,Budget Shopper,26-40,Not Enrolled,Central,4,12.5,Large
T00279,C048,P020,2025-12-01,1,1.6,1.6,Downtown,Voucher,2025-12-01,Cola,Beverages,Grocery,Student,18-25,Bronze,South,4,31.3,Large
T00241,C024,P020,2025-10-11,2,1.6,3.2,Downtown,Mobile,10/11/2025,Cola,Beverages,Grocery,Student,18-25,Not Enrolled,West,3,18.0,Small
T00261,C005,P035,2025-11-22,2,2.1,4.2,Hilltop,Card,11/22/2025,Sugar,Pantry,Grocery,Young Singles,26-40,Not Enrolled,South,3,23.1,Small
T00258,C038,P007,2025-11-24,4,1.5,6.0,Downtown,Mobile,2025-11-24,Avocado,Produce,Fresh Food,Student,18-25,Bronze,North,6,49.3,Large
T00221,C056,P020,2025-10-11,4,1.6,6.4,Hilltop,Card,10/11/2025,Cola,Beverages,Grocery,Premium Shopper,41-60,Silver,South,5,21.9,Large
T00008,C009,P005,2025-01-13,5,0.9,4.5,Hilltop,Cash,13-01-2025,Onions,Produce,Fresh Food,Senior,60+,Silver,North,6,29.18,Large
T00127,C020,P039,2025-06-26,4,2.8,11.2,Downtown,Card,06/26/2025,Jam,Pantry,Grocery,Budget Shopper,26-40,Not Enrolled,East,4,38.9,Large
T00159,C030,P020,2025-07-13,1,1.6,1.6,Eastpark,Mobile,2025-07-13,Cola,Beverages,Grocery,Family,41-60,Bronze,West,6,16.75,Large
T00115,C045,P047,2025-06-07,1,4.1,4.1,Westgate,Card,2025-06-07,Trash Bags,Household,Non-Food,Student,18-25,Silver,East,6,70.2,Large
T00061,C056,P031,2025-04-30,1,1.5,1.5,Eastpark,Card,2025-04-30,Pasta,Pantry,Grocery,Premium Shopper,41-60,Silver,South,1,1.5,Single
T00299,C012,P018,2025-12-03,1,7.2,7.2,Riverside,Card,2025-12-03,Ground Beef,Meat,Fresh Food,Young Singles,26-40,Not Enrolled,North,4,34.9,Large
T00228,C057,P026,2025-10-14,1,2.5,2.5,Riverside,Card,14-10-2025,Potato Chips,Snacks,Grocery,Student,18-25,Bronze,Central,4,15.5,Large
T00198,C002,P004,2025-09-06,3,1.4,4.2,Hilltop,Cash,2025-09-06,Lettuce,Produce,Fresh Food,Family,41-60,Not Enrolled,North,5,25.4,Large
T00036,C020,P007,2025-02-15,1,1.5,1.5,Eastpark,Voucher,2025-02-15,Avocado,Produce,Fresh Food,Budget Shopper,26-40,Not Enrolled,East,4,19.7,Large
T00039,C021,P037,2025-03-24,5,1.1,5.5,Eastpark,Card,2025-03-24,Canned Beans,Pantry,Grocery,Family,41-60,Bronze,South,6,40.7,Large
T00268,C056,P011,2025-11-27,1,3.8,3.8,Hilltop,Cash,2025-11-27,Butter,Dairy,Fresh Food,Premium Shopper,41-60,Silver,South,4,27.4,Large
T00074,C050,P017,2025-04-29,1,6.5,6.5,Hilltop,Card,29-04-2025,Chicken Breast,Meat,Fresh Food,Premium Shopper,41-60,Gold,Central,5,31.5,Large
T00104,C004,P039,2025-05-23,1,2.8,2.8,Riverside,Card,2025-05-23,Jam,Pantry,Grocery,Young Singles,26-40,Bronze,North,2,12.4,Small
T00287,C012,P022,2025-12-09,1,1.1,1.1,Eastpark,Card,2025-12-09,Sparkling Water,Beverages,Grocery,Young Singles,26-40,Not Enrolled,North,6,21.3,Large
T00073,C041,P011,2025-04-23,3,3.8,11.4,Westgate,Card,2025-04-23,Butter,Dairy,Fresh Food,Young Singles,26-40,Silver,North,6,28.9,Large
T00184,C011,P008,2025-08-19,1,2.1,2.1,Hilltop,Card,08/19/2025,Whole Milk,Dairy,Fresh Food,Senior,60+,Not Enrolled,East,5,20.96,Large
T00004,C029,P001,2025-01-03,1,0.59,0.59,Eastpark,Card,2025-01-03,Bananas,Produce,Fresh Food,Premium Shopper,41-60,Silver,East,3,10.39,Small
T00123,C008,P046,2025-06-22,3,9.4,28.2,Westgate,Card,2025-06-22,Laundry Detergent,Household,Non-Food,Budget Shopper,26-40,Not Enrolled,Central,3,37.2,Small
T00008,C009,P040,2025-01-13,1,5.2,5.2,Hilltop,Cash,13-01-2025,Frozen Pizza,Frozen,Grocery,Senior,60+,Silver,North,6,29.18,Large
T00024,C030,P038,2025-02-27,1,3.5,3.5,Riverside,Voucher,2025-02-27,Peanut Butter,Pantry,Grocery,Family,41-60,Bronze,West,5,10.75,Large
T00309,C003,P011,2025-12-03,2,3.8,7.6,Riverside,Card,2025-12-03,Butter,Dairy,Fresh Food,Student,18-25,Silver,Central,3,17.9,Small
T00294,C031,P007,2025-12-29,1,1.5,1.5,Eastpark,Card,12/29/2025,Avocado,Produce,Fresh Food,Student,18-25,Bronze,East,3,21.85,Small
T00168,C056,P011,2025-08-15,3,3.8,11.4,Downtown,Mobile,2025-08-15,Butter,Dairy,Fresh Food,Premium Shopper,41-60,Silver,South,5,53.1,Large
T00118,C042,P047,2025-06-10,3,4.1,12.3,Downtown,Mobile,2025-06-10,Trash Bags,Household,Non-Food,Student,18-25,Silver,East,3,35.1,Small
T00006,C048,P031,2025-01-19,5,1.5,7.5,Eastpark,Card,2025-01-19,Pasta,Pantry,Grocery,Student,18-25,Bronze,South,2,15.6,Small
T00024,C030,P042,2025-02-27,1,2.4,2.4,Riverside,Voucher,2025-02-27,Frozen Vegetables,Frozen,Grocery,Family,41-60,Bronze,West,5,10.75,Large
T00239,C004,P016,2025-10-09,1,3.1,3.1,Eastpark,Card,2025-10-09,Croissant,Bakery,Fresh Food,Young Singles,26-40,Bronze,North,3,6.25,Small
T00258,C038,P049,2025-11-24,3,2.7,8.1,Downtown,Mobile,2025-11-24,Toothpaste,Personal Care,Non-Food,Student,18-25,Bronze,North,6,49.3,Large
T00049,C030,P019,2025-03-09,2,5.4,10.8,Hilltop,Mobile,03/09/2025,Bacon,Meat,Fresh Food,Family,41-60,Bronze,West,3,18.4,Small
T00059,C015,P035,2025-04-28,1,2.1,2.1,Hilltop,Mobile,04/28/2025,Sugar,Pantry,Grocery,Premium Shopper,41-60,Not Enrolled,West,4,21.5,Large
T00308,C055,P040,2025-12-20,1,5.2,5.2,Hilltop,Mobile,2025-12-20,Frozen Pizza,Frozen,Grocery,Student,18-25,Bronze,North,4,16.5,Large
T00201,C022,P010,2025-09-01,2,3.2,6.4,Eastpark,Card,2025-09-01,Greek Yogurt,Dairy,Fresh Food,Student,18-25,Not Enrolled,North,4,21.6,Large
T00077,C006,P029,2025-04-28,2,2.0,4.0,Eastpark,Cash,2025-04-28,Popcorn,Snacks,Grocery,Premium Shopper,41-60,Bronze,Central,4,21.9,Large
T00183,C017,P008,2025-08-24,1,2.1,2.1,Riverside,Card,08/24/2025,Whole Milk,Dairy,Fresh Food,Senior,60+,Bronze,North,5,19.8,Large
T00070,C006,P018,2025-04-22,1,7.2,7.2,Hilltop,Card,2025-04-22,Ground Beef,Meat,Fresh Food,Premium Shopper,41-60,Bronze,Central,4,17.3,Large
T00207,C014,P004,2025-09-11,2,1.4,2.8,Riverside,Card,2025-09-11,Lettuce,Produce,Fresh Food,Senior,60+,Silver,West,6,25.4,Large
T00079,C007,P022,2025-04-11,1,1.1,1.1,Eastpark,Mobile,2025-04-11,Sparkling Water,Beverages,Grocery,Family,41-60,Silver,Central,4,22.3,Large
T00218,C039,P023,2025-10-16,1,8.9,8.9,Westgate,Card,10/16/2025,Coffee Beans,Beverages,Grocery,Budget Shopper,26-40,Bronze,West,4,26.2,Large
T00115,C045,P008,2025-06-07,2,2.1,4.2,Westgate,Card,2025-06-07,Whole Milk,Dairy,Fresh Food,Student,18-25,Silver,East,6,70.2,Large
T00203,C037,P012,2025-09-23,4,2.6,10.4,Westgate,Mobile,09/23/2025,Eggs,Dairy,Fresh Food,Young Singles,26-40,Not Enrolled,South,3,25.0,Small
T00296,C041,P035,2025-12-17,1,2.1,2.1,Eastpark,Card,2025-12-17,Sugar,Pantry,Grocery,Young Singles,26-40,Silver,North,3,14.5,Small
T00137,C033,P021,2025-07-12,3,3.4,10.2,Westgate,Cash,07/12/2025,Orange Juice,Beverages,Grocery,Premium Shopper,41-60,Not Enrolled,Central,4,23.7,Large
T00070,C006,P014,2025-04-22,2,2.4,4.8,Hilltop,Card,2025-04-22,Whole Wheat Bread,Bakery,Fresh Food,Premium Shopper,41-60,Bronze,Central,4,17.3,Large
T00035,C053,P004,2025-02-04,3,1.4,4.2,Downtown,Card,2025-02-04,Lettuce,Produce,Fresh Food,Senior,60+,Not Enrolled,South,4,14.4,Large
T00266,C012,P015,2025-11-06,1,2.8,2.8,Eastpark,Voucher,2025-11-06,Bagels,Bakery,Fresh Food,Young Singles,26-40,Not Enrolled,North,6,43.9,Large
T00078,C006,P008,2025-04-23,1,2.1,2.1,Eastpark,Mobile,2025-04-23,Whole Milk,Dairy,Fresh Food,Premium Shopper,41-60,Bronze,Central,4,19.5,Large
T00111,C058,P050,2025-06-26,2,2.2,4.4,Downtown,Cash,2025-06-26,Hand Soap,Personal Care,Non-Food,Family,41-60,Not Enrolled,Central,4,28.6,Large
T00159,C030,P006,2025-07-13,1,0.85,0.85,Eastpark,Mobile,2025-07-13,Carrots,Produce,Fresh Food,Family,41-60,Bronze,West,6,16.75,Large
T00216,C024,P020,2025-09-28,3,1.6,4.8,Downtown,Cash,2025-09-28,Cola,Beverages,Grocery,Student,18-25,Not Enrolled,West,3,19.9,Small
T00039,C021,P003,2025-03-24,1,1.8,1.8,Eastpark,Card,2025-03-24,Tomatoes,Produce,Fresh Food,Family,41-60,Bronze,South,6,40.7,Large
T00304,C016,P024,2025-12-26,1,3.6,3.6,Downtown,Voucher,2025-12-26,Tea Bags,Beverages,Grocery,Young Singles,26-40,Bronze,Central,4,26.9,Large
T00244,C038,P001,2025-11-22,2,0.59,1.18,Downtown,Mobile,2025-11-22,Bananas,Produce,Fresh Food,Student,18-25,Bronze,North,4,37.78,Large
T00277,C060,P039,2025-12-13,2,2.8,5.6,Westgate,Cash,2025-12-13,Jam,Pantry,Grocery,Student,18-25,Silver,East,5,33.2,Large
T00182,C042,P022,2025-08-22,1,1.1,1.1,Downtown,Card,2025-08-22,Sparkling Water,Beverages,Grocery,Student,18-25,Silver,East,6,21.6,Large
T00314,C017,P019,2025-12-24,2,5.4,10.8,Hilltop,Voucher,2025-12-24,Bacon,Meat,Fresh Food,Senior,60+,Bronze,North,3,33.1,Small
T00202,C038,P042,2025-09-13,2,2.4,4.8,Downtown,Card,2025-09-13,Frozen Vegetables,Frozen,Grocery,Student,18-25,Bronze,North,6,37.8,Large
T00051,C037,P019,2025-03-01,1,5.4,5.4,Downtown,Voucher,03/01/2025,Bacon,Meat,Fresh Food,Young Singles,26-40,Not Enrolled,South,5,34.5,Large
T00072,C026,P021,2025-04-03,2,3.4,6.8,Downtown,Card,2025-04-03,Orange Juice,Beverages,Grocery,Family,41-60,Silver,North,1,6.8,Single
T00290,C054,P024,2025-12-16,3,3.6,10.8,Downtown,Card,2025-12-16,Tea Bags,Beverages,Grocery,Premium Shopper,41-60,Gold,North,3,20.7,Small
T00199,C055,P048,2025-09-19,5,4.8,24.0,Westgate,Card,09/19/2025,Shampoo,Personal Care,Non-Food,Student,18-25,Bronze,North,5,51.0,Large
T00006,C048,P032,2025-01-19,3,2.7,8.1,Eastpark,Card,2025-01-19,Pasta Sauce,Pantry,Grocery,Student,18-25,Bronze,South,2,15.6,Small
T00159,C030,P031,2025-07-13,2,1.5,3.0,Eastpark,Mobile,2025-07-13,Pasta,Pantry,Grocery,Family,41-60,Bronze,West,6,16.75,Large
T00097,C052,P019,2025-05-03,2,5.4,10.8,Hilltop,Mobile,05/03/2025,Bacon,Meat,Fresh Food,Young Singles,26-40,Not Enrolled,East,3,21.6,Small
T00152,C025,P025,2025-07-14,2,2.2,4.4,Downtown,Mobile,2025-07-14,Energy Drink,Beverages,Grocery,Budget Shopper,26-40,Not Enrolled,Central,6,21.6,Large
T00183,C017,P041,2025-08-24,2,4.6,9.2,Riverside,Card,08/24/2025,Ice Cream,Frozen,Grocery,Senior,60+,Bronze,North,5,19.8,Large
T00227,C044,P023,2025-10-01,4,8.9,35.6,Downtown,Cash,2025-10-01,Coffee Beans,Beverages,Grocery,Budget Shopper,26-40,Not Enrolled,North,4,45.0,Large
T00265,C019,P043,2025-11-28,1,3.0,3.0,Riverside,Cash,2025-11-28,Frozen Fries,Frozen,Grocery,Young Singles,26-40,Silver,North,3,18.55,Small
T00282,C019,P031,2025-12-08,1,1.5,1.5,Downtown,Card,12/08/2025,Pasta,Pantry,Grocery,Young Singles,26-40,Silver,North,4,38.0,Large
T00074,C050,P042,2025-04-29,2,2.4,4.8,Hilltop,Card,29-04-2025,Frozen Vegetables,Frozen,Grocery,Premium Shopper,41-60,Gold,Central,5,31.5,Large
T00121,C019,P041,2025-06-26,1,4.6,4.6,Eastpark,Mobile,2025-06-26,Ice Cream,Frozen,Grocery,Young Singles,26-40,Silver,North,4,14.7,Large
T00301,C058,P050,2025-12-07,1,2.2,2.2,Hilltop,Mobile,12/07/2025,Hand Soap,Personal Care,Non-Food,Family,41-60,Not Enrolled,Central,2,11.6,Small
