TransactionID,CustomerID,ProductID,ProductName,ProductCategory,PurchaseDate,Quantity,UnitPrice,TotalAmount,CustomerSegment,StoreLocation,PaymentType
T00074,C050,P017,Chicken Breast,Meat,29-04-2025,1,6.50,6.50,Premium Shopper,Hilltop,Card
T00104,C004,P039,Jam,Pantry,2025-05-23,1,2.80,2.80,Young Singles,Riverside,Card
T00287,C012,P022,Sparkling Water,Beverages,2025-12-09,1,1.10,1.10,Young Singles,Eastpark,Card
T00073,C041,P011,Butter,Dairy,2025-04-23,3,3.80,11.40,Young Singles,Westgate,Card
T00184,C011,P008,Whole Milk,Dairy,08/19/2025,1,2.10,2.10,Senior,Hilltop,Card
T00004,C029,P001,Bananas,produce,2025-01-03,1,0.59,0.59,Premium Shopper,Eastpark,Card
T00123,C008,P046,Laundry Detergent,Household,2025-06-22,3,9.40,28.20,Budget Shopper,Westgate,Card
T00008,C009,P040,Frozen Pizza,Frozen,13-01-2025,1,5.20,5.20,Senior,Hilltop,Cash
T00024,C030,P038,Peanut Butter,Pantry,2025-02-27,1,3.50,3.50,Family,Riverside,Voucher
T00309,C003,P011,Butter,Dairy,2025-12-03,2,3.80,7.60,Student,Riverside,Card
T00294,C031,P007,Avocado,Produce,12/29/2025,1,1.50,1.50,Student,Eastpark,Card
T00168,C056,P011,Butter,Dairy,2025-08-15,3,3.80,11.40,Premium Shopper,Downtown,Mobile
T00118,C042,P047,Trash Bags,Household,2025-06-10,3,4.10,12.30,Student,Downtown,Mobile
T00006,C048,P031,Pasta,PANTRY,2025-01-19,5,1.50,7.50,Student,Eastpark,Card
T00024,C030,P042,Frozen Vegetables,Frozen,2025-02-27,1,2.40,2.40,Family,Riverside,Voucher
T00239,C004,P016,Croissant,Bakery,2025-10-09,1,3.10,,Young Singles,Eastpark,Card
T00258,C038,P049,Toothpaste,personal care,2025-11-24,3,2.70,8.10,Student,Downtown,Mobile
T00049,C030,P019,  Bacon ,Meat,03/09/2025,2,5.40,10.80,Family,Hilltop,Mobile
T00059,C015,P035,Sugar,Pantry,04/28/2025,1,2.10,2.10,Premium Shopper,Hilltop,Mobile
T00308,C055,P040,Frozen Pizza,Frozen,2025-12-20,1,5.20,5.20,Student,Hilltop,Mobile
T00201,C022,P010,Greek Yogurt,Dairy,2025-09-01,2,3.20,6.40,Student,Eastpark,Card
T00077,C006,P029,Popcorn,Snacks,2025-04-28,2,2.00,4.00,Premium Shopper,Eastpark,Cash
T00183,C017,P008,Whole Milk,Dairy,08/24/2025,1,2.10,2.10,Senior,Riverside,Card
T00070,C006,P018,Ground Beef,Meat,2025-04-22,1,7.20,7.20,Premium Shopper,Hilltop,Card
T00207,C014,P004,Lettuce,produce,2025-09-11,2,1.40,2.80,Senior,Riverside,Card
T00079,C007,P022,Sparkling Water,Beverages,2025-04-11,1,1.10,1.10,Family,Eastpark,Mobile
T00218,C039,P023,Coffee Beans,Beverages,10/16/2025,1,8.90,8.90,Budget Shopper,Westgate,Card
T00115,C045,P008,Whole Milk,Dairy,2025-06-07,2,2.10,4.20,Student,Westgate,Card
T00203,C037,P012,Eggs,Dairy,09/23/2025,4,2.60,10.40,Young Singles,Westgate,Mobile
T00296,C041,P035,Sugar,pantry,2025-12-17,1,2.10,2.10,Young Singles,Eastpark,Card
T00137,C033,P021,Orange Juice,beverages,07/12/2025,3,3.40,10.20,Premium Shopper,Westgate,Cash
T00070,C006,P014,Whole Wheat Bread,Bakery,2025-04-22,2,2.40,4.80,Premium Shopper,Hilltop,Card
T00035,C053,P004,Lettuce,Produce,2025-02-04,3,1.40,4.20,Senior,Downtown,Card
T00266,C012,P015,Bagels,Bakery,2025-11-06,1,2.80,2.80,Young Singles,Eastpark,Voucher
T00078,C006,P008,Whole Milk,Dairy,2025-04-23,1,2.10,2.10,,Eastpark,Mobile
T00111,C058,P050,Hand Soap,Personal Care,2025-06-26,2,2.20,4.40,Family,Downtown,Cash
T00159,C030,P006,Carrots,Produce,2025-07-13,1,0.85,0.85,Family,Eastpark,Mobile
T00216,C024,P020,Cola,Beverages,2025-09-28,3,1.60,4.80,Student,Downtown,Cash
T00039,C021,P003,Tomatoes,Produce,2025-03-24,1,1.80,1.80,Family,Eastpark,Card
T00304,C016,P024,Tea Bags,Beverages,2025-12-26,1,3.60,3.60,Young Singles,Downtown,Voucher
T00244,C038,P001,Bananas,Produce,2025-11-22,2,0.59,1.18,Student,Downtown,Mobile
T00277,C060,P039,Jam,Pantry,2025-12-13,2,$2.80,$5.60,Student,Westgate,Cash
T00182,C042,P022,Sparkling Water,Beverages,2025-08-22,1,1.10,1.10,Student,Downtown,Card
T00314,C017,P019,Bacon,Meat,2025-12-24,2,5.40,10.80,Senior,Hilltop,Voucher
T00202,C038,P042,Frozen Vegetables,Frozen,2025-09-13,2,2.40,4.80,Student,Downtown,Card
T00051,C037,P019,Bacon,Meat,03/01/2025,1,5.40,5.40,Young Singles,Downtown,Voucher
T00072,C026,P021,Orange Juice,Beverages,2025-04-03,2,3.40,6.80,Family,Downtown,Card
T00290,C054,P024,Tea Bags,Beverages,2025-12-16,3,3.60,10.80,Premium Shopper,Downtown,Card
T00199,C055,P048,Shampoo,Personal Care,09/19/2025,5,4.80,24.00,Student,Westgate,Card
T00006,C048,P032,Pasta Sauce,Pantry,2025-01-19,3,$2.70,$8.10,Student,Eastpark,Card
T00159,C030,P031,Pasta,Pantry,2025-07-13,2,1.50,3.00,Family,Eastpark,Mobile
T00097,C052,P019,Bacon,Meat,05/03/2025,2,5.40,10.80,Young Singles,Hilltop,Mobile
T00152,C025,P025,Energy Drink,BEVERAGES,2025-07-14,2,2.20,4.40,Budget Shopper,Downtown,Mobile
T00183,C017,P041,Ice Cream,Frozen,08/24/2025,2,4.60,9.20,Senior,Riverside,Card
T00227,C044,P023,Coffee Beans,Beverages,2025-10-01,4,8.90,35.60,Budget Shopper,Downtown,Cash
T00265,C019,P043,Frozen Fries,Frozen,2025-11-28,1,3.00,3.00,Young Singles,Riverside,Cash
T00282,C019,P031,Pasta,Pantry,12/08/2025,1,1.50,1.50,Young Singles,Downtown,Card
T00074,C050,P042,Frozen Vegetables,Frozen,29-04-2025,2,2.40,4.80,Premium Shopper,Hilltop,Card
T00121,C019,P041,Ice Cream,Frozen,2025-06-26,1,4.60,4.60,Young Singles,Eastpark,Mobile
T00301,C058,P050,Hand Soap,Personal Care,12/07/2025,1,2.20,2.20,Family,Hilltop,Mobile
T00184,C011,P015,Bagels,Bakery,08/19/2025,1,2.80,2.80,Senior,Hilltop,Card
T00095,C018,P034,Cereal,Pantry,2025-05-21,2,3.90,7.80,Young Singles,Riverside,Voucher
T00163,C026,P044,Paper Towels,Household,2025-07-20,2,5.50,11.00,Family,Eastpark,Card
T00157,C026,P041,Ice Cream,Frozen,19-07-2025,1,4.60,4.60,Family,Eastpark,Cash
T00232,C008,P033,Rice,Pantry,2025-10-30,1,4.20,4.20,Budget Shopper,Eastpark,Mobile
T00240,C042,P006,Carrots,Produce,2025-10-24,4,0.85,3.40,,Downtown,Card
T00065,C036,P023,Coffee Beans,Beverages,2025-04-05,1,$8.90,$8.90,,Downtown,Cash
T00311,C005,P011,Butter,Dairy,2025-12-10,3,3.80,11.40,Young Singles,Riverside,Voucher
T00097,C052,P011,Butter,Dairy ,05/03/2025,2,3.80,7.60,Young Singles,Hilltop,Mobile
T00153,C030,P041,Ice Cream,Frozen,2025-07-07,1,4.60,4.60,Family,Downtown,Card
T00066,C037,P007,Avocado,Produce,2025-04-04,2,1.50,3.00,Young Singles,Eastpark,Card
T00265,C019,P001,Bananas,Produce,2025-11-28,5,0.59,2.95,Young Singles,Riverside,Cash
T00222,C053,P023,Coffee Beans,Beverages,10/19/2025,1,8.90,8.90,Senior,Riverside,Card
T00211,C029,P039,Jam,Pantry,2025-09-25,5,2.80,14.00,Premium Shopper,Riverside,Voucher
T00247,C046,P044,Paper Towels,Household,2025-11-11,1,5.50,5.50,Premium Shopper,Downtown,Mobile
T00067,C036,P043,Frozen Fries,Frozen,2025-04-28,3,3.00,9.00,Premium Shopper,Eastpark,Cash
T00234,C021,P043,Frozen Fries,Frozen,2025-10-22,4,3.00,12.00,Family,Westgate,Mobile
T00219,C018,P001,Bananas,Produce,10/07/2025,3,0.59,1.77,Young Singles,Westgate,Cash
T00020,C045,P008,Whole Milk,Dairy,2025-02-26,4,2.10,8.40,Student,Eastpark,Cash
T00279,C048,P036,Olive Oil,Pantry,2025-12-01,2,7.80,15.60,Student,Downtown,Voucher
T00209,C017,P045,Dish Soap,Household,2025-09-15,3,2.90,8.70,Senior,Riverside,Mobile
T00062,C059,P040,Frozen Pizza,Frozen,2025-04-23,1,5.20,5.20,Budget Shopper,Westgate,Card
T00098,C051,P024,Tea Bags,BEVERAGES,2025-05-07,4,3.60,14.40,Young Singles,Riverside,Card
T00248,C004,P023,Coffee Beans,Beverages,11/22/2025,3,8.90,26.70,Young Singles,Riverside,Card
T00020,C045,P043,Frozen Fries,Frozen,2025-02-26,4,3.00,12.00,Student,Eastpark,Cash
T00003,C028,P042,Frozen Vegetables,Frozen,01/12/2025,1,2.40,2.40,Budget Shopper,Westgate,Cash
T00207,C014,P017,Chicken Breast,Meat,2025-09-11,1,6.50,6.50,Senior,Riverside,Card
T00315,C021,P010,Greek Yogurt,Dairy,28-12-2025,1,3.20,3.20,Family,Downtown,Mobile
T00248,C004,P042,Frozen Vegetables,Frozen ,11/22/2025,3,2.40,7.20,Young Singles,Riverside,Card
T00019,C057,P016,Croissant,Bakery,2025-02-14,3,3.10,9.30,Student,Eastpark,Card
T00018,C053,P002,Apples,Produce,2025-01-03,1,1.20,1.20,Senior,Riverside,Mobile
T00202,C038,P028,Cookies,Snacks,2025-09-13,1,2.90,2.90,Student,Downtown,Card
T00174,C060,P013,White Bread,Bakery,2025-08-04,1,1.90,1.90,Student,Riverside,Card
T00022,C009,P035,Sugar,Pantry,2025-02-03,3,2.10,6.30,Senior,Riverside,Card
T00199,C055,P016,Croissant,Bakery,09/19/2025,2,3.10,6.20,,Westgate,Card
T00215,C051,P044,Paper Towels,Household,09/27/2025,1,5.50,5.50,Young Singles,Hilltop,Card
T00180,C044,P017,Chicken Breast,Meat,18-08-2025,2,6.50,13.00,Budget Shopper,Riverside,Mobile
T00134,C016,P020,Cola,Beverages,06/16/2025,1,1.60,1.60,Young Singles,Riverside,Card
T00028,C026,P050,Hand Soap,Personal Care,2025-02-13,3,2.20,6.60,Family,Riverside,Card
T00213,C037,P007,Avocado,Produce,05-09-2025,3,1.50,4.50,Young Singles,Eastpark,Cash
T00191,C008,P006,Carrots,Produce,08/14/2025,3,0.85,2.55,Budget Shopper,Eastpark,Card
T00244,C038,P009,Cheddar Cheese,dairy,2025-11-22,2,4.50,9.00,Student,Downtown,Mobile
T00290,C054,P035,Sugar,Pantry ,2025-12-16,1,2.10,2.10,Premium Shopper,Downtown,Card
T00278,C003,P018,Ground Beef,Meat,2025-12-22,1,7.20,7.20,Student,Hilltop,Card
T00256,C056,P040,Frozen Pizza,Frozen,2025-11-07,3,5.20,15.60,,Westgate,Mobile
T00118,C042,P035,Sugar,Pantry,2025-06-10,4,2.10,8.40,Student,Downtown,Mobile
T00109,C026,P039,Jam,Pantry,2025-06-04,1,2.80,2.80,Family,Hilltop,Mobile
T00133,C038,P043,Frozen Fries,Frozen,2025-06-18,3,3.00,9.00,Student,Riverside,Cash
T00053,C033,P022,Sparkling Water,BEVERAGES,2025-03-17,2,1.10,2.20,Premium Shopper,Hilltop,Mobile
T00137,C033,P049,Toothpaste,Personal Care,07/12/2025,1,2.70,2.70,Premium Shopper,Westgate,Cash
T00119,C054,P025,Energy Drink,Beverages,2025-06-02,2,2.20,4.40,Premium Shopper,Westgate,Mobile
T00286,C023,P045,Dish Soap,Household,12/17/2025,1,2.90,2.90,Premium Shopper,Westgate,Mobile
T00055,C041,P009,Cheddar Cheese,Dairy,2025-03-03,1,4.50,4.50,Young Singles,Westgate,Voucher
T00156,C055,P017,Chicken Breast,Meat,2025-07-27,1,6.50,6.50,Student,Westgate,Mobile
T00157,C026,P035,Sugar,Pantry,19-07-2025,2,2.10,4.20,Family,Eastpark,Cash
T00311,C005,P025,Energy Drink,Beverages,2025-12-10,2,2.20,4.40,Young Singles,Riverside,Voucher
T00138,C027,P041,Ice Cream,Frozen,2025-07-24,2,4.60,9.20,Family,Hilltop,Card
T00174,C060,P022,Sparkling Water,Beverages,2025-08-04,1,1.10,1.10,Student,Riverside,Card
T00249,C025,P004,Lettuce,Produce,11/30/2025,2,1.40,2.80,Budget Shopper,Westgate,Card
T00241,C024,P050,Hand Soap,Personal Care,10/11/2025,2,2.20,4.40,Student,Downtown,Mobile
T00165,C011,P032,Pasta Sauce,Pantry,2025-08-18,2,2.70,5.40,Senior,Westgate,Card
T00083,C052,P050,Hand Soap,Personal Care,2025-05-10,2,2.20,4.40,Young Singles,Westgate,Mobile
T00108,C035,P035,Sugar,Pantry,2025-06-10,2,2.10,4.20,Senior,Downtown,Mobile
T00129,C026,P030,Pretzels,Snacks,18-06-2025,1,2.30,2.30,Family,Eastpark,Card
T00008,C009,P001,Bananas,Produce,13-01-2025,2,0.59,1.18,Senior,Hilltop,Cash
T00093,C029,P028,Cookies,Snacks,12-05-2025,1,2.90,2.90,Premium Shopper,Downtown,Mobile
T00241,C024,P040,Frozen Pizza,frozen,10/11/2025,2,5.20,10.40,Student,Downtown,Mobile
T00136,C045,P050,Hand Soap,Personal Care,2025-07-08,1,2.20,2.20,Student,Eastpark,Mobile
T00041,C026,P004,Lettuce,Produce,2025-03-25,1,1.40,1.40,Family,Eastpark,Mobile
T00153,C030,P040,Frozen Pizza,Frozen,2025-07-07,2,5.20,10.40,Family,Downtown,Card
T00275,C035,P027,Chocolate Bar,Snacks,2025-11-28,1,1.30,1.30,Senior,Westgate,Cash
T00076,C033,P019,Bacon,Meat,2025-04-12,1,5.40,5.40,Premium Shopper,Downtown,Card
T00091,C031,P050,Hand Soap,Personal Care,2025-05-18,,2.20,6.60,Student,Hilltop,Card
T00182,C042,P028,Cookies,Snacks ,2025-08-22,3,2.90,8.70,Student,Downtown,Card
T00275,C035,P012,Eggs,Dairy,2025-11-28,1,2.60,2.60,Senior,Westgate,Cash
T00269,C052,P039,Jam,Pantry,2025-11-14,1,2.80,2.80,Young Singles,Hilltop,Mobile
T00048,C056,P003,Tomatoes,Produce,2025-03-23,1,1.80,1.80,Premium Shopper,Downtown,Card
T00109,C026,P049,Toothpaste,Personal Care,2025-06-04,4,2.70,10.80,Family,Hilltop,Mobile
T00248,C004,P004,Lettuce,Produce,11/22/2025,1,1.40,1.40,Young Singles,Riverside,Card
T00043,C054,P025,Energy Drink,Beverages,2025-03-14,1,2.20,2.20,Premium Shopper,Westgate,Voucher
T00198,C002,P050,Hand Soap,Personal Care,2025-09-06,2,2.20,4.40,Family,Hilltop,Cash
T00299,C012,P040,Frozen Pizza,Frozen,2025-12-03,1,5.20,5.20,Young Singles,Riverside,Card
T00256,C056,P042,Frozen Vegetables,Frozen,2025-11-07,2,2.40,4.80,Premium Shopper,Westgate,Mobile
T00302,C013,P020,Cola,Beverages,2025-12-02,4,1.60,6.40,Senior,Westgate,Mobile
T00185,C042,P018,Ground Beef,Meat,2025-08-24,4,7.20,28.80,Student,Westgate,Card
T00180,C044,P039,Jam,Pantry,18-08-2025,2,2.80,5.60,Budget Shopper,Riverside,Mobile
T00184,C011,P044,Paper Towels,Household,08/19/2025,1,5.50,5.50,Senior,Hilltop,Card
T00065,C036,P027,Chocolate Bar,Snacks,2025-04-05,4,1.30,5.20,Premium Shopper,Downtown,Cash
T00252,C032,P034,Cereal,Pantry,2025-11-10,1,3.90,3.90,Family,Eastpark,Cash
T00243,C013,P040,Frozen Pizza,Frozen,11/20/2025,1,5.20,,Senior,Riverside,Card
T00054,C001,P017,Chicken Breast,Meat,2025-03-13,4,6.50,26.00,Student,Hilltop,Cash
T00041,C026,P013,White Bread,Bakery,2025-03-25,4,1.90,7.60,Family,Eastpark,Mobile
T00148,C007,P040,Frozen Pizza,Frozen,2025-07-02,1,5.20,5.20,Family,Westgate,Card
T00298,C036,P025,Energy Drink,Beverages,2025-12-29,2,2.20,4.40,Premium Shopper,Westgate,Card
T00021,C029,P008,Whole Milk,Dairy,02/16/2025,1,2.10,2.10,Premium Shopper,Hilltop,Mobile
T00253,C040,P042,Frozen Vegetables,frozen,2025-11-25,1,2.40,2.40,Premium Shopper,Eastpark,Cash
T00021,C029,P050,Hand Soap,Personal Care,02/16/2025,2,2.20,4.40,Premium Shopper,Hilltop,Mobile
T00258,C038,P039,Jam,Pantry,2025-11-24,3,2.80,8.40,Student,Downtown,Mobile
T00001,C043,P011,Butter,Dairy,2025-01-13,1,3.80,3.80,Student,Hilltop,Card
T00288,C013,P012,Eggs,Dairy,12/13/2025,3,2.60,7.80,Senior,Riverside,Mobile
T00094,C029,P035,Sugar,Pantry,2025-05-26,2,2.10,4.20,Premium Shopper,Downtown,Card
T00115,C045,P018,Ground Beef,Meat,2025-06-07,5,7.20,36.00,Student,Westgate,Card
T00259,C059,P003,Tomatoes,Produce,2025-11-29,2,1.80,3.60,Budget Shopper,Hilltop,Voucher
T00020,C045,P009,Cheddar Cheese,Dairy,2025-02-26,2,4.50,9.00,Student,Eastpark,Cash
T00248,C004,P044,Paper Towels,household,11/22/2025,3,5.50,16.50,Young Singles,Riverside,Card
T00224,C008,P020,Cola,Beverages,2025-10-28,1,1.60,1.60,Budget Shopper,Westgate,Card
T00225,C030,P032,Pasta Sauce,pantry,10/30/2025,1,2.70,2.70,Family,Riverside,Card
T00223,C058,P027,Chocolate Bar,Snacks,2025-10-22,3,1.30,3.90,Family,Hilltop,Mobile
T00159,C030,P041,Ice Cream,Frozen,2025-07-13,1,4.60,4.60,Family,Eastpark,Mobile
T00229,C057,P004,Lettuce,Produce,2025-10-13,2,1.40,2.80,Student,Hilltop,Mobile
T00073,C041,P045,Dish Soap,Household,2025-04-23,1,2.90,2.90,Young Singles,Westgate,Card
T00263,C009,P036,Olive Oil,Pantry,2025-11-12,3,7.80,23.40,Senior,Hilltop,Mobile
T00238,C028,P036,Olive Oil,PANTRY,2025-10-04,3,7.80,23.40,Budget Shopper,Riverside,Cash
T00246,C039,P041,Ice Cream,Frozen,11/14/2025,1,4.60,4.60,Budget Shopper,Eastpark,Card
T00117,C007,P036,Olive Oil,Pantry,2025-06-02,5,7.80,39.00,Family,Westgate,Card
T00176,C024,P010,Greek Yogurt,Dairy,08/11/2025,1,$3.20,$3.20,Student,Hilltop,Card
T00271,C033,P038,Peanut Butter,PANTRY,2025-11-22,1,3.50,3.50,Premium Shopper,Hilltop,Card
T00103,C050,P041,Ice Cream,Frozen,2025-05-07,1,4.60,4.60,Premium Shopper,Eastpark,Card
T00282,C019,P012,Eggs,Dairy,12/08/2025,4,2.60,10.40,Young Singles,Downtown,Card
T00259,C059,P010,Greek Yogurt,Dairy,2025-11-29,4,3.20,12.80,Budget Shopper,Hilltop,Voucher
T00010,C001,P029,Popcorn,Snacks,2025-01-02,2,2.00,4.00,Student,Hilltop,Mobile
T00152,C025,P037,Canned Beans,Pantry,2025-07-14,2,1.10,2.20,Budget Shopper,Downtown,Mobile
T00185,C042,P005,Onions,PRODUCE,2025-08-24,4,0.90,3.60,Student,Westgate,Card
T00025,C017,P035,Sugar,Pantry,02/14/2025,1,2.10,2.10,Senior,Downtown,Cash
T00295,C009,P036,Olive Oil,Pantry,2025-12-05,2,7.80,15.60,Senior,Eastpark,Mobile
T00125,C051,P037,Canned Beans,Pantry,2025-06-28,1,1.10,1.10,Young Singles,Downtown,Cash
T00013,C053,P013,White Bread,Bakery,01/07/2025,5,1.90,9.50,,Westgate,Card
T00195,C044,P029,Popcorn,snacks,2025-09-13,4,2.00,8.00,Budget Shopper,Westgate,Card
T00245,C012,P035,Sugar,Pantry,2025-11-19,5,2.10,10.50,Young Singles,Riverside,Card
T00296,C041,P024,Tea Bags,Beverages,2025-12-17,3,3.60,10.80,Young Singles,Eastpark,Card
T00238,C028,P010,Greek Yogurt,Dairy,2025-10-04,3,3.20,9.60,Budget Shopper,Riverside,Cash
T00088,C016,P035,Sugar,Pantry,2025-05-12,2,2.10,,Young Singles,Eastpark,Card
T00015,C048,P040,Frozen Pizza,Frozen,2025-01-24,2,5.20,10.40,Student,Riverside,Card
T00073,C041,P035,Sugar,Pantry,2025-04-23,2,2.10,4.20,Young Singles,Westgate,Card
T00128,C047,P020,Cola,Beverages,06/21/2025,2,$1.60,$3.20,Young Singles,Westgate,Card
T00223,C058,P020,Cola,Beverages,2025-10-22,1,1.60,1.60,Family,Hilltop,Mobile
T00165,C011,P023,Coffee Beans,Beverages,2025-08-18,2,8.90,17.80,Senior,Westgate,Card
T00304,C016,P045,Dish Soap,Household,2025-12-26,5,2.90,14.50,Young Singles,Downtown,Voucher
T00281,C056,P045,Dish Soap,Household,2025-12-19,1,2.90,2.90,Premium Shopper,Downtown,Cash
T00101,C060,P042,Frozen Vegetables,Frozen,11-05-2025,1,2.40,2.40,Student,Riverside,Card
T00199,C055,P012,Eggs,Dairy,09/19/2025,1,2.60,2.60,Student,Westgate,Card
T00197,C052,P046,Laundry Detergent,Household,29-09-2025,1,9.40,9.40,Young Singles,Eastpark,Card
T00176,C024,P009,Cheddar Cheese,Dairy,08/11/2025,2,4.50,9.00,Student,Hilltop,Card
T00202,C038,P032,Pasta Sauce,Pantry,2025-09-13,2,2.70,5.40,Student,Downtown,Card
T00214,C027,P003,Tomatoes,Produce,2025-09-29,3,1.80,5.40,Family,Hilltop,Card
T00171,C018,P050,Hand Soap,Personal Care,2025-08-21,1,2.20,2.20,Young Singles,Westgate,Card
T00286,C023,P008,Whole Milk,Dairy,12/17/2025,1,2.10,2.10,Premium Shopper,Westgate,Mobile
T00208,C031,P043,Frozen Fries,Frozen,2025-09-03,2,3.00,6.00,Student,Downtown,Card
T00247,C046,P043,Frozen Fries,Frozen,2025-11-11,1,3.00,3.00,Premium Shopper,Downtown,Mobile
T00259,C059,P008,Whole Milk,Dairy,2025-11-29,2,2.10,4.20,Budget Shopper,Hilltop,Voucher
T00062,C059,P018,  Ground Beef ,Meat,2025-04-23,2,7.20,14.40,Budget Shopper,Westgate,Card
T00157,C026,P003,Tomatoes,Produce,19-07-2025,2,1.80,3.60,Family,Eastpark,Cash
T00106,C040,P021,Orange Juice,Beverages,05/28/2025,2,3.40,6.80,Premium Shopper,Westgate,Card
T00124,C031,P045,Dish Soap,Household,05-06-2025,2,2.90,5.80,Student,Riverside,Cash
T00030,C050,P006,Carrots,Produce,02/18/2025,3,0.85,2.55,Premium Shopper,Westgate,Cash
T00257,C027,P044,Paper Towels,household,2025-11-09,1,5.50,5.50,Family,Westgate,Card
T00239,C004,P006,Carrots,Produce,2025-10-09,1,0.85,0.85,Young Singles,Eastpark,Card
T00054,C001,P044,Paper Towels,Household ,2025-03-13,4,5.50,22.00,Student,Hilltop,Cash
T00071,C004,P017,Chicken Breast,Meat,20-04-2025,,6.50,19.50,Young Singles,Downtown,Card
T00245,C012,P033,Rice,Pantry,2025-11-19,2,4.20,8.40,Young Singles,Riverside,Card
T00218,C039,P017,Chicken Breast,Meat,10/16/2025,1,6.50,6.50,Budget Shopper,Westgate,Card
T00287,C012,P024,Tea Bags,Beverages,2025-12-09,1,3.60,3.60,Young Singles,Eastpark,Card
T00278,C003,P050,Hand Soap,Personal Care,2025-12-22,1,2.20,2.20,Student,Hilltop,Card
T00035,C053,P020,Cola,Beverages,2025-02-04,1,1.60,1.60,Senior,Downtown,Card
T00243,C013,P046,Laundry Detergent,Household,11/20/2025,1,9.40,,Senior,Riverside,Card
T00087,C004,P039,Jam,pantry,05/04/2025,1,$2.80,$2.80,Young Singles,Riverside,Card
T00178,C016,P019,Bacon,Meat,2025-08-05,1,5.40,5.40,Young Singles,Hilltop,Mobile
T00069,C048,P035,Sugar,Pantry,2025-04-03,3,2.10,6.30,Student,Eastpark,Card
T00079,C007,P010,Greek Yogurt,Dairy,2025-04-11,2,3.20,6.40,Family,Eastpark,Mobile
T00043,C054,P039,Jam,Pantry,2025-03-14,3,2.80,8.40,Premium Shopper,Westgate,Voucher
T00207,C014,P007,Avocado,Produce,2025-09-11,1,1.50,1.50,Senior,Riverside,Card
T00204,C005,P041,Ice Cream,Frozen,2025-09-24,3,4.60,13.80,Young Singles,Riverside,Card
T00159,C030,P027,Chocolate Bar,Snacks,2025-07-13,1,1.30,1.30,Family,Eastpark,Mobile
T00244,C038,P032,Pasta Sauce,Pantry,2025-11-22,4,2.70,10.80,Student,Downtown,Mobile
T00256,C056,P050,Hand Soap,Personal Care,2025-11-07,3,2.20,6.60,Premium Shopper,Westgate,Mobile
T00014,C003,P008,Whole Milk,Dairy,2025-01-09,1,2.10,2.10,Student,Downtown,Cash
T00275,C035,P026,Potato Chips,Snacks,2025-11-28,3,2.50,7.50,Senior,Westgate,Cash
T00109,C026,P009,Cheddar Cheese,Dairy,2025-06-04,2,4.50,9.00,Family,Hilltop,Mobile
T00298,C036,P042,Frozen Vegetables,Frozen,2025-12-29,2,2.40,4.80,Premium Shopper,Westgate,Card
T00274,C034,P024,Tea Bags,Beverages,2025-11-19,2,3.60,7.20,Budget Shopper,Downtown,Cash
T00253,C040,P001,Bananas,Produce,2025-11-25,4,0.59,2.36,Premium Shopper,Eastpark,Cash
T00210,C038,P027,Chocolate Bar,Snacks,09/25/2025,1,1.30,1.30,Student,Riverside,Cash
T00018,C053,P003,Tomatoes,PRODUCE,2025-01-03,3,1.80,5.40,Senior,Riverside,Mobile
T00259,C059,P001,Bananas,Produce,2025-11-29,3,0.59,1.77,Budget Shopper,Hilltop,Voucher
T00206,C005,P036,Olive Oil,Pantry,2025-09-04,2,7.80,15.60,Young Singles,Hilltop,Card
T00049,C030,P044,Paper Towels,Household,03/09/2025,1,5.50,5.50,Family,Hilltop,Mobile
T00310,C046,P024,Tea Bags,BEVERAGES,20-12-2025,1,3.60,3.60,Premium Shopper,Downtown,Card
T00239,C004,P030,Pretzels,Snacks,2025-10-09,1,2.30,2.30,Young Singles,Eastpark,Card
T00260,C012,P035,Sugar,Pantry,2025-11-06,5,2.10,10.50,Young Singles,Riverside,Cash
T00129,C026,P049,Toothpaste,Personal Care,18-06-2025,2,$2.70,$5.40,Family,Eastpark,Card
T00273,C024,P048,Shampoo,Personal Care,2025-11-14,2,4.80,9.60,Student,Downtown,Mobile
T00282,C019,P032,Pasta Sauce,Pantry,12/08/2025,1,2.70,2.70,Young Singles,Downtown,Card
T00107,C032,P016,Croissant,Bakery,2025-05-15,3,3.10,9.30,Family,Hilltop,Cash
T00313,C021,P049,Toothpaste,Personal Care,2025-12-29,1,2.70,2.70,Family,Eastpark,Voucher
T00148,C007,P002,Apples,Produce,2025-07-02,2,1.20,2.40,Family,Westgate,Card
T00228,C057,P020,Cola,beverages,14-10-2025,1,$1.60,$1.60,Student,Riverside,Card
T00009,C043,P042,Frozen Vegetables,Frozen,2025-01-01,1,2.40,2.40,Student,Eastpark,Card
T00152,C025,P016,Croissant,Bakery,2025-07-14,1,3.10,3.10,Budget Shopper,Downtown,Mobile
T00246,C039,P036,Olive Oil,Pantry,11/14/2025,2,7.80,15.60,Budget Shopper,Eastpark,Card
T00291,C035,P050,Hand Soap,Personal Care,2025-12-21,3,2.20,6.60,Senior,Riverside,Voucher
T00205,C025,P023,Coffee Beans,beverages,02-09-2025,3,8.90,26.70,Budget Shopper,Westgate,Mobile
T00051,C037,P015,Bagels,Bakery,03/01/2025,1,2.80,2.80,Young Singles,Downtown,Voucher
T00177,C044,P049,Toothpaste,Personal Care,2025-08-20,2,2.70,5.40,Budget Shopper,Westgate,Mobile
