TransactionID,CustomerID,ProductID,ProductName,Category,Department,PurchaseDate,Quantity,UnitPrice,TotalAmount,CustomerSegment,AgeGroup,LoyaltyTier,Region,StoreLocation,PaymentType,BasketItemCount,BasketValue,BasketSizeSegment
T00046,C003,P001,Bananas,Produce,Fresh Food,2025-03-16,3,0.59,1.77,Student,18-25,Silver,Central,Riverside,Cash,5,21.27,Large
T00046,C003,P007,Avocado,Produce,Fresh Food,2025-03-16,5,1.5,7.5,Student,18-25,Silver,Central,Riverside,Cash,5,21.27,Large
T00046,C003,P029,Popcorn,Snacks,Grocery,2025-03-16,2,2.0,4.0,Student,18-25,Silver,Central,Riverside,Cash,5,21.27,Large
T00046,C003,P034,Cereal,Pantry,Grocery,2025-03-16,1,3.9,3.9,Student,18-25,Silver,Central,Riverside,Cash,5,21.27,Large
T00046,C003,P047,Trash Bags,Household,Non-Food,2025-03-16,1,4.1,4.1,Student,18-25,Silver,Central,Riverside,Cash,5,21.27,Large
T00044,C018,P010,Greek Yogurt,Dairy,Fresh Food,2025-03-17,2,3.2,6.4,Young Singles,26-40,Bronze,East,Downtown,Card,4,21.8,Large
T00044,C018,P029,Popcorn,Snacks,Grocery,2025-03-17,2,2.0,4.0,Young Singles,26-40,Bronze,East,Downtown,Card,4,21.8,Large
T00044,C018,P032,Pasta Sauce,Pantry,Grocery,2025-03-17,2,2.7,5.4,Young Singles,26-40,Bronze,East,Downtown,Card,4,21.8,Large
T00044,C018,P043,Frozen Fries,Frozen,Grocery,2025-03-17,2,3.0,6.0,Young Singles,26-40,Bronze,East,Downtown,Card,4,21.8,Large
T00053,C033,P008,Whole Milk,Dairy,Fresh Food,2025-03-17,2,2.1,4.2,Premium Shopper,41-60,Not Enrolled,Central,Hilltop,Mobile,5,26.5,Large
T00053,C033,P019,Bacon,Meat,Fresh Food,2025-03-17,2,5.4,10.8,Premium Shopper,41-60,Not Enrolled,Central,Hilltop,Mobile,5,26.5,Large
T00053,C033,P022,Sparkling Water,Beverages,Grocery,2025-03-17,2,1.1,2.2,Premium Shopper,41-60,Not Enrolled,Central,Hilltop,Mobile,5,26.5,Large
T00053,C033,P031,Pasta,Pantry,Grocery,2025-03-17,3,1.5,4.5,Premium Shopper,41-60,Not Enrolled,Central,Hilltop,Mobile,5,26.5,Large
T00053,C033,P048,Shampoo,Personal Care,Non-Food,2025-03-17,1,4.8,4.8,Premium Shopper,41-60,Not Enrolled,Central,Hilltop,Mobile,5,26.5,Large
T00045,C025,P025,Energy Drink,Beverages,Grocery,2025-03-19,3,2.2,6.6,Budget Shopper,26-40,Not Enrolled,Central,Riverside,Mobile,2,8.1,Small
T00045,C025,P031,Pasta,Pantry,Grocery,2025-03-19,1,1.5,1.5,Budget Shopper,26-40,Not Enrolled,Central,Riverside,Mobile,2,8.1,Small
T00047,C055,P003,Tomatoes,Produce,Fresh Food,2025-03-22,5,1.8,9.0,Student,18-25,Bronze,North,Eastpark,Card,4,21.9,Large
T00047,C055,P032,Pasta Sauce,Pantry,Grocery,2025-03-22,2,2.7,5.4,Student,18-25,Bronze,North,Eastpark,Card,4,21.9,Large
T00047,C055,P035,Sugar,Pantry,Grocery,2025-03-22,1,2.1,2.1,Student,18-25,Bronze,North,Eastpark,Card,4,21.9,Large
T00047,C055,P049,Toothpaste,Personal Care,Non-Food,2025-03-22,2,2.7,5.4,Student,18-25,Bronze,North,Eastpark,Card,4,21.9,Large
T00048,C056,P003,Tomatoes,Produce,Fresh Food,2025-03-23,1,1.8,1.8,Premium Shopper,41-60,Silver,South,Downtown,Card,6,35.9,Large
T00048,C056,P004,Lettuce,Produce,Fresh Food,2025-03-23,1,1.4,1.4,Premium Shopper,41-60,Silver,South,Downtown,Card,6,35.9,Large
T00048,C056,P019,Bacon,Meat,Fresh Food,2025-03-23,3,5.4,16.2,Premium Shopper,41-60,Silver,South,Downtown,Card,6,35.9,Large
T00048,C056,P021,Orange Juice,Beverages,Grocery,2025-03-23,1,3.4,3.4,Premium Shopper,41-60,Silver,South,Downtown,Card,6,35.9,Large
T00048,C056,P023,Coffee Beans,Beverages,Grocery,2025-03-23,1,8.9,8.9,Premium Shopper,41-60,Silver,South,Downtown,Card,6,35.9,Large
T00048,C056,P035,Sugar,Pantry,Grocery,2025-03-23,2,2.1,4.2,Premium Shopper,41-60,Silver,South,Downtown,Card,6,35.9,Large
T00039,C021,P003,Tomatoes,Produce,Fresh Food,2025-03-24,1,1.8,1.8,Family,41-60,Bronze,South,Eastpark,Card,6,40.7,Large
T00039,C021,P018,Ground Beef,Meat,Fresh Food,2025-03-24,1,7.2,7.2,Family,41-60,Bronze,South,Eastpark,Card,6,40.7,Large
T00039,C021,P037,Canned Beans,Pantry,Grocery,2025-03-24,5,1.1,5.5,Family,41-60,Bronze,South,Eastpark,Card,6,40.7,Large
T00039,C021,P038,Peanut Butter,Pantry,Grocery,2025-03-24,2,3.5,7.0,Family,41-60,Bronze,South,Eastpark,Card,6,40.7,Large
T00039,C021,P044,Paper Towels,Household,Non-Food,2025-03-24,3,5.5,16.5,Family,41-60,Bronze,South,Eastpark,Card,6,40.7,Large
T00039,C021,P049,Toothpaste,Personal Care,Non-Food,2025-03-24,1,2.7,2.7,Family,41-60,Bronze,South,Eastpark,Card,6,40.7,Large
T00056,C045,P027,Chocolate Bar,Snacks,Grocery,2025-03-24,1,1.3,1.3,Student,18-25,Silver,East,Eastpark,Card,2,3.7,Small
T00056,C045,P042,Frozen Vegetables,Frozen,Grocery,2025-03-24,1,2.4,2.4,Student,18-25,Silver,East,Eastpark,Card,2,3.7,Small
T00041,C026,P004,Lettuce,Produce,Fresh Food,2025-03-25,1,1.4,1.4,Family,41-60,Silver,North,Eastpark,Mobile,5,17.7,Large
T00041,C026,P011,Butter,Dairy,Fresh Food,2025-03-25,1,3.8,3.8,Family,41-60,Silver,North,Eastpark,Mobile,5,17.7,Large
T00041,C026,P013,White Bread,Bakery,Fresh Food,2025-03-25,4,1.9,7.6,Family,41-60,Silver,North,Eastpark,Mobile,5,17.7,Large
T00041,C026,P027,Chocolate Bar,Snacks,Grocery,2025-03-25,2,1.3,2.6,Family,41-60,Silver,North,Eastpark,Mobile,5,17.7,Large
T00041,C026,P030,Pretzels,Snacks,Grocery,2025-03-25,1,2.3,2.3,Family,41-60,Silver,North,Eastpark,Mobile,5,17.7,Large
T00042,C016,P008,Whole Milk,Dairy,Fresh Food,2025-03-26,4,2.1,8.4,Young Singles,26-40,Bronze,Central,Riverside,Card,3,13.5,Small
T00042,C016,P015,Bagels,Bakery,Fresh Food,2025-03-26,1,2.8,2.8,Young Singles,26-40,Bronze,Central,Riverside,Card,3,13.5,Small
T00042,C016,P030,Pretzels,Snacks,Grocery,2025-03-26,1,2.3,2.3,Young Singles,26-40,Bronze,Central,Riverside,Card,3,13.5,Small
T00038,C010,P008,Whole Milk,Dairy,Fresh Food,2025-03-27,1,2.1,2.1,Family,41-60,Silver,East,Downtown,Card,4,19.1,Large
T00038,C010,P019,Bacon,Meat,Fresh Food,2025-03-27,2,5.4,10.8,Family,41-60,Silver,East,Downtown,Card,4,19.1,Large
T00038,C010,P029,Popcorn,Snacks,Grocery,2025-03-27,2,2.0,4.0,Family,41-60,Silver,East,Downtown,Card,4,19.1,Large
T00038,C010,P037,Canned Beans,Pantry,Grocery,2025-03-27,2,1.1,2.2,Family,41-60,Silver,East,Downtown,Card,4,19.1,Large
T00069,C048,P021,Orange Juice,Beverages,Grocery,2025-04-03,1,3.4,3.4,Student,18-25,Bronze,South,Eastpark,Card,3,13.3,Small
T00069,C048,P024,Tea Bags,Beverages,Grocery,2025-04-03,1,3.6,3.6,Student,18-25,Bronze,South,Eastpark,Card,3,13.3,Small
T00069,C048,P035,Sugar,Pantry,Grocery,2025-04-03,3,2.1,6.3,Student,18-25,Bronze,South,Eastpark,Card,3,13.3,Small
T00072,C026,P021,Orange Juice,Beverages,Grocery,2025-04-03,2,3.4,6.8,Family,41-60,Silver,North,Downtown,Card,1,6.8,Single
T00080,C020,P008,Whole Milk,Dairy,Fresh Food,2025-04-03,4,2.1,8.4,Budget Shopper,26-40,Not Enrolled,East,Eastpark,Card,6,55.6,Large
T00080,C020,P034,Cereal,Pantry,Grocery,2025-04-03,1,3.9,3.9,Budget Shopper,26-40,Not Enrolled,East,Eastpark,Card,6,55.6,Large
T00080,C020,P043,Frozen Fries,Frozen,Grocery,2025-04-03,5,3.0,15.0,Budget Shopper,26-40,Not Enrolled,East,Eastpark,Card,6,55.6,Large
T00080,C020,P044,Paper Towels,Household,Non-Food,2025-04-03,2,5.5,11.0,Budget Shopper,26-40,Not Enrolled,East,Eastpark,Card,6,55.6,Large
T00080,C020,P045,Dish Soap,Household,Non-Food,2025-04-03,1,2.9,2.9,Budget Shopper,26-40,Not Enrolled,East,Eastpark,Card,6,55.6,Large
T00080,C020,P048,Shampoo,Personal Care,Non-Food,2025-04-03,3,4.8,14.4,Budget Shopper,26-40,Not Enrolled,East,Eastpark,Card,6,55.6,Large
T00066,C037,P007,Avocado,Produce,Fresh Food,2025-04-04,2,1.5,3.0,Young Singles,26-40,Not Enrolled,South,Eastpark,Card,2,11.9,Small
T00066,C037,P023,Coffee Beans,Beverages,Grocery,2025-04-04,1,8.9,8.9,Young Singles,26-40,Not Enrolled,South,Eastpark,Card,2,11.9,Small
T00065,C036,P008,Whole Milk,Dairy,Fresh Food,2025-04-05,4,2.1,8.4,Premium Shopper,41-60,Bronze,North,Downtown,Cash,3,22.5,Small
T00065,C036,P023,Coffee Beans,Beverages,Grocery,2025-04-05,1,8.9,8.9,Premium Shopper,41-60,Bronze,North,Downtown,Cash,3,22.5,Small
T00065,C036,P027,Chocolate Bar,Snacks,Grocery,2025-04-05,4,1.3,5.2,Premium Shopper,41-60,Bronze,North,Downtown,Cash,3,22.5,Small
T00060,C017,P005,Onions,Produce,Fresh Food,2025-04-06,2,0.9,1.8,Senior,60+,Bronze,North,Downtown,Card,3,7.5,Small
T00060,C017,P031,Pasta,Pantry,Grocery,2025-04-06,2,1.5,3.0,Senior,60+,Bronze,North,Downtown,Card,3,7.5,Small
T00060,C017,P032,Pasta Sauce,Pantry,Grocery,2025-04-06,1,2.7,2.7,Senior,60+,Bronze,North,Downtown,Card,3,7.5,Small
T00068,C018,P010,Greek Yogurt,Dairy,Fresh Food,2025-04-06,2,3.2,6.4,Young Singles,26-40,Bronze,East,Hilltop,Voucher,2,9.7,Small
T00068,C018,P037,Canned Beans,Pantry,Grocery,2025-04-06,3,1.1,3.3,Young Singles,26-40,Bronze,East,Hilltop,Voucher,2,9.7,Small
T00079,C007,P010,Greek Yogurt,Dairy,Fresh Food,2025-04-11,2,3.2,6.4,Family,41-60,Silver,Central,Eastpark,Mobile,4,22.3,Large
T00079,C007,P022,Sparkling Water,Beverages,Grocery,2025-04-11,1,1.1,1.1,Family,41-60,Silver,Central,Eastpark,Mobile,4,22.3,Large
T00079,C007,P039,Jam,Pantry,Grocery,2025-04-11,1,2.8,2.8,Family,41-60,Silver,Central,Eastpark,Mobile,4,22.3,Large
T00079,C007,P043,Frozen Fries,Frozen,Grocery,2025-04-11,4,3.0,12.0,Family,41-60,Silver,Central,Eastpark,Mobile,4,22.3,Large
T00076,C033,P019,Bacon,Meat,Fresh Food,2025-04-12,1,5.4,5.4,Premium Shopper,41-60,Not Enrolled,Central,Downtown,Card,1,5.4,Single
T00081,C050,P022,Sparkling Water,Beverages,Grocery,2025-04-17,3,1.1,3.3,Premium Shopper,41-60,Gold,Central,Eastpark,Mobile,1,3.3,Single
T00075,C042,P005,Onions,Produce,Fresh Food,2025-04-19,3,0.9,2.7,Student,18-25,Silver,East,Eastpark,Card,2,6.7,Small
T00075,C042,P029,Popcorn,Snacks,Grocery,2025-04-19,2,2.0,4.0,Student,18-25,Silver,East,Eastpark,Card,2,6.7,Small
T00071,C004,P008,Whole Milk,Dairy,Fresh Food,2025-04-20,1,2.1,2.1,Young Singles,26-40,Bronze,North,Downtown,Card,4,22.6,Large
T00071,C004,P017,Chicken Breast,Meat,Fresh Food,2025-04-20,2,6.5,13.0,Young Singles,26-40,Bronze,North,Downtown,Card,4,22.6,Large
T00071,C004,P042,Frozen Vegetables,Frozen,Grocery,2025-04-20,2,2.4,4.8,Young Singles,26-40,Bronze,North,Downtown,Card,4,22.6,Large
T00071,C004,P049,Toothpaste,Personal Care,Non-Food,2025-04-20,1,2.7,2.7,Young Singles,26-40,Bronze,North,Downtown,Card,4,22.6,Large
T00064,C060,P007,Avocado,Produce,Fresh Food,2025-04-22,3,1.5,4.5,Student,18-25,Silver,East,Westgate,Card,1,4.5,Single
T00070,C006,P014,Whole Wheat Bread,Bakery,Fresh Food,2025-04-22,2,2.4,4.8,Premium Shopper,41-60,Bronze,Central,Hilltop,Card,4,17.3,Large
T00070,C006,P018,Ground Beef,Meat,Fresh Food,2025-04-22,1,7.2,7.2,Premium Shopper,41-60,Bronze,Central,Hilltop,Card,4,17.3,Large
T00070,C006,P027,Chocolate Bar,Snacks,Grocery,2025-04-22,2,1.3,2.6,Premium Shopper,41-60,Bronze,Central,Hilltop,Card,4,17.3,Large
T00070,C006,P049,Toothpaste,Personal Care,Non-Food,2025-04-22,1,2.7,2.7,Premium Shopper,41-60,Bronze,Central,Hilltop,Card,4,17.3,Large
T00062,C059,P005,Onions,Produce,Fresh Food,2025-04-23,2,0.9,1.8,Budget Shopper,26-40,Gold,Central,Westgate,Card,4,43.9,Large
T00062,C059,P009,Cheddar Cheese,Dairy,Fresh Food,2025-04-23,5,4.5,22.5,Budget Shopper,26-40,Gold,Central,Westgate,Card,4,43.9,Large
T00062,C059,P018,Ground Beef,Meat,Fresh Food,2025-04-23,2,7.2,14.4,Budget Shopper,26-40,Gold,Central,Westgate,Card,4,43.9,Large
T00062,C059,P040,Frozen Pizza,Frozen,Grocery,2025-04-23,1,5.2,5.2,Budget Shopper,26-40,Gold,Central,Westgate,Card,4,43.9,Large
T00073,C041,P011,Butter,Dairy,Fresh Food,2025-04-23,3,3.8,11.4,Young Singles,26-40,Silver,North,Westgate,Card,6,28.9,Large
T00073,C041,P020,Cola,Beverages,Grocery,2025-04-23,1,1.6,1.6,Young Singles,26-40,Silver,North,Westgate,Card,6,28.9,Large
T00073,C041,P024,Tea Bags,Beverages,Grocery,2025-04-23,1,3.6,3.6,Young Singles,26-40,Silver,North,Westgate,Card,6,28.9,Large
T00073,C041,P035,Sugar,Pantry,Grocery,2025-04-23,2,2.1,4.2,Young Singles,26-40,Silver,North,Westgate,Card,6,28.9,Large
T00073,C041,P040,Frozen Pizza,Frozen,Grocery,2025-04-23,1,5.2,5.2,Young Singles,26-40,Silver,North,Westgate,Card,6,28.9,Large
T00073,C041,P045,Dish Soap,Household,Non-Food,2025-04-23,1,2.9,2.9,Young Singles,26-40,Silver,North,Westgate,Card,6,28.9,Large
T00078,C006,P008,Whole Milk,Dairy,Fresh Food,2025-04-23,1,2.1,2.1,Premium Shopper,41-60,Bronze,Central,Eastpark,Mobile,4,19.5,Large
T00078,C006,P011,Butter,Dairy,Fresh Food,2025-04-23,2,3.8,7.6,Premium Shopper,41-60,Bronze,Central,Eastpark,Mobile,4,19.5,Large
T00078,C006,P029,Popcorn,Snacks,Grocery,2025-04-23,1,2.0,2.0,Premium Shopper,41-60,Bronze,Central,Eastpark,Mobile,4,19.5,Large
T00078,C006,P034,Cereal,Pantry,Grocery,2025-04-23,2,3.9,7.8,Premium Shopper,41-60,Bronze,Central,Eastpark,Mobile,4,19.5,Large
T00059,C015,P009,Cheddar Cheese,Dairy,Fresh Food,2025-04-28,2,4.5,9.0,Premium Shopper,41-60,Not Enrolled,West,Hilltop,Mobile,4,21.5,Large
T00059,C015,P010,Greek Yogurt,Dairy,Fresh Food,2025-04-28,1,3.2,3.2,Premium Shopper,41-60,Not Enrolled,West,Hilltop,Mobile,4,21.5,Large
T00059,C015,P018,Ground Beef,Meat,Fresh Food,2025-04-28,1,7.2,7.2,Premium Shopper,41-60,Not Enrolled,West,Hilltop,Mobile,4,21.5,Large
T00059,C015,P035,Sugar,Pantry,Grocery,2025-04-28,1,2.1,2.1,Premium Shopper,41-60,Not Enrolled,West,Hilltop,Mobile,4,21.5,Large
T00063,C042,P011,Butter,Dairy,Fresh Food,2025-04-28,1,3.8,3.8,Student,18-25,Silver,East,Eastpark,Mobile,3,8.9,Small
T00063,C042,P015,Bagels,Bakery,Fresh Food,2025-04-28,1,2.8,2.8,Student,18-25,Silver,East,Eastpark,Mobile,3,8.9,Small
T00063,C042,P030,Pretzels,Snacks,Grocery,2025-04-28,1,2.3,2.3,Student,18-25,Silver,East,Eastpark,Mobile,3,8.9,Small
T00067,C036,P043,Frozen Fries,Frozen,Grocery,2025-04-28,3,3.0,9.0,Premium Shopper,41-60,Bronze,North,Eastpark,Cash,1,9.0,Single
T00077,C006,P003,Tomatoes,Produce,Fresh Food,2025-04-28,4,1.8,7.2,Premium Shopper,41-60,Bronze,Central,Eastpark,Cash,4,21.9,Large
T00077,C006,P029,Popcorn,Snacks,Grocery,2025-04-28,2,2.0,4.0,Premium Shopper,41-60,Bronze,Central,Eastpark,Cash,4,21.9,Large
T00077,C006,P037,Canned Beans,Pantry,Grocery,2025-04-28,1,1.1,1.1,Premium Shopper,41-60,Bronze,Central,Eastpark,Cash,4,21.9,Large
T00077,C006,P048,Shampoo,Personal Care,Non-Food,2025-04-28,2,4.8,9.6,Premium Shopper,41-60,Bronze,Central,Eastpark,Cash,4,21.9,Large
T00074,C050,P007,Avocado,Produce,Fresh Food,2025-04-29,3,1.5,4.5,Premium Shopper,41-60,Gold,Central,Hilltop,Card,5,31.5,Large
T00074,C050,P010,Greek Yogurt,Dairy,Fresh Food,2025-04-29,2,3.2,6.4,Premium Shopper,41-60,Gold,Central,Hilltop,Card,5,31.5,Large
T00074,C050,P016,Croissant,Bakery,Fresh Food,2025-04-29,3,3.1,9.3,Premium Shopper,41-60,Gold,Central,Hilltop,Card,5,31.5,Large
T00074,C050,P017,Chicken Breast,Meat,Fresh Food,2025-04-29,1,6.5,6.5,Premium Shopper,41-60,Gold,Central,Hilltop,Card,5,31.5,Large
T00074,C050,P042,Frozen Vegetables,Frozen,Grocery,2025-04-29,2,2.4,4.8,Premium Shopper,41-60,Gold,Central,Hilltop,Card,5,31.5,Large
T00061,C056,P031,Pasta,Pantry,Grocery,2025-04-30,1,1.5,1.5,Premium Shopper,41-60,Silver,South,Eastpark,Card,1,1.5,Single
T00090,C023,P009,Cheddar Cheese,Dairy,Fresh Food,2025-05-02,2,4.5,9.0,Premium Shopper,41-60,Bronze,Central,Eastpark,Card,5,24.1,Large
T00090,C023,P030,Pretzels,Snacks,Grocery,2025-05-02,1,2.3,2.3,Premium Shopper,41-60,Bronze,Central,Eastpark,Card,5,24.1,Large
T00090,C023,P031,Pasta,Pantry,Grocery,2025-05-02,1,1.5,1.5,Premium Shopper,41-60,Bronze,Central,Eastpark,Card,5,24.1,Large
T00090,C023,P044,Paper Towels,Household,Non-Food,2025-05-02,1,5.5,5.5,Premium Shopper,41-60,Bronze,Central,Eastpark,Card,5,24.1,Large
T00090,C023,P045,Dish Soap,Household,Non-Food,2025-05-02,2,2.9,5.8,Premium Shopper,41-60,Bronze,Central,Eastpark,Card,5,24.1,Large
T00097,C052,P011,Butter,Dairy,Fresh Food,2025-05-03,2,3.8,7.6,Young Singles,26-40,Not Enrolled,East,Hilltop,Mobile,3,21.6,Small
T00097,C052,P019,Bacon,Meat,Fresh Food,2025-05-03,2,5.4,10.8,Young Singles,26-40,Not Enrolled,East,Hilltop,Mobile,3,21.6,Small
T00097,C052,P020,Cola,Beverages,Grocery,2025-05-03,2,1.6,3.2,Young Singles,26-40,Not Enrolled,East,Hilltop,Mobile,3,21.6,Small
T00087,C004,P008,Whole Milk,Dairy,Fresh Food,2025-05-04,2,2.1,4.2,Young Singles,26-40,Bronze,North,Riverside,Card,3,12.4,Small
T00087,C004,P032,Pasta Sauce,Pantry,Grocery,2025-05-04,2,2.7,5.4,Young Singles,26-40,Bronze,North,Riverside,Card,3,12.4,Small
T00087,C004,P039,Jam,Pantry,Grocery,2025-05-04,1,2.8,2.8,Young Singles,26-40,Bronze,North,Riverside,Card,3,12.4,Small
T00113,C034,P021,Orange Juice,Beverages,Grocery,2025-05-06,1,3.4,3.4,Budget Shopper,26-40,Gold,West,Riverside,Cash,3,19.4,Small
T00113,C034,P025,Energy Drink,Beverages,Grocery,2025-05-06,1,2.2,2.2,Budget Shopper,26-40,Gold,West,Riverside,Cash,3,19.4,Small
T00113,C034,P041,Ice Cream,Frozen,Grocery,2025-05-06,3,4.6,13.8,Budget Shopper,26-40,Gold,West,Riverside,Cash,3,19.4,Small
T00124,C031,P020,Cola,Beverages,Grocery,2025-05-06,2,1.6,3.2,Student,18-25,Bronze,East,Riverside,Cash,3,16.8,Small
T00124,C031,P036,Olive Oil,Pantry,Grocery,2025-05-06,1,7.8,7.8,Student,18-25,Bronze,East,Riverside,Cash,3,16.8,Small
T00124,C031,P045,Dish Soap,Household,Non-Food,2025-05-06,2,2.9,5.8,Student,18-25,Bronze,East,Riverside,Cash,3,16.8,Small
T00098,C051,P024,Tea Bags,Beverages,Grocery,2025-05-07,4,3.6,14.4,Young Singles,26-40,Bronze,West,Riverside,Card,3,26.0,Small
T00098,C051,P035,Sugar,Pantry,Grocery,2025-05-07,5,2.1,10.5,Young Singles,26-40,Bronze,West,Riverside,Card,3,26.0,Small
T00098,C051,P037,Canned Beans,Pantry,Grocery,2025-05-07,1,1.1,1.1,Young Singles,26-40,Bronze,West,Riverside,Card,3,26.0,Small
T00103,C050,P019,Bacon,Meat,Fresh Food,2025-05-07,1,5.4,5.4,Premium Shopper,41-60,Gold,Central,Eastpark,Card,3,14.2,Small
T00103,C050,P035,Sugar,Pantry,Grocery,2025-05-07,2,2.1,4.2,Premium Shopper,41-60,Gold,Central,Eastpark,Card,3,14.2,Small
T00103,C050,P041,Ice Cream,Frozen,Grocery,2025-05-07,1,4.6,4.6,Premium Shopper,41-60,Gold,Central,Eastpark,Card,3,14.2,Small
T00213,C037,P007,Avocado,Produce,Fresh Food,2025-05-09,3,1.5,4.5,Young Singles,26-40,Not Enrolled,South,Eastpark,Cash,2,7.8,Small
T00213,C037,P037,Canned Beans,Pantry,Grocery,2025-05-09,3,1.1,3.3,Young Singles,26-40,Not Enrolled,South,Eastpark,Cash,2,7.8,Small
T00083,C052,P029,Popcorn,Snacks,Grocery,2025-05-10,1,2.0,2.0,Young Singles,26-40,Not Enrolled,East,Westgate,Mobile,4,14.4,Large
T00083,C052,P030,Pretzels,Snacks,Grocery,2025-05-10,3,2.3,6.9,Young Singles,26-40,Not Enrolled,East,Westgate,Mobile,4,14.4,Large
T00083,C052,P037,Canned Beans,Pantry,Grocery,2025-05-10,1,1.1,1.1,Young Singles,26-40,Not Enrolled,East,Westgate,Mobile,4,14.4,Large
T00083,C052,P050,Hand Soap,Personal Care,Non-Food,2025-05-10,2,2.2,4.4,Young Singles,26-40,Not Enrolled,East,Westgate,Mobile,4,14.4,Large
T00086,C059,P006,Carrots,Produce,Fresh Food,2025-05-10,2,0.85,1.7,Budget Shopper,26-40,Gold,Central,Westgate,Mobile,4,20.9,Large
T00086,C059,P020,Cola,Beverages,Grocery,2025-05-10,1,1.6,1.6,Budget Shopper,26-40,Gold,Central,Westgate,Mobile,4,20.9,Large
T00086,C059,P029,Popcorn,Snacks,Grocery,2025-05-10,1,2.0,2.0,Budget Shopper,26-40,Gold,Central,Westgate,Mobile,4,20.9,Large
T00086,C059,P040,Frozen Pizza,Frozen,Grocery,2025-05-10,3,5.2,15.6,Budget Shopper,26-40,Gold,Central,Westgate,Mobile,4,20.9,Large
T00088,C016,P024,Tea Bags,Beverages,Grocery,2025-05-12,5,3.6,18.0,Young Singles,26-40,Bronze,Central,Eastpark,Card,2,22.2,Small
T00088,C016,P035,Sugar,Pantry,Grocery,2025-05-12,2,2.1,4.2,Young Singles,26-40,Bronze,Central,Eastpark,Card,2,22.2,Small
T00089,C056,P002,Apples,Produce,Fresh Food,2025-05-13,2,1.2,2.4,Premium Shopper,41-60,Silver,South,Westgate,Card,3,33.9,Small
T00089,C056,P023,Coffee Beans,Beverages,Grocery,2025-05-13,3,8.9,26.7,Premium Shopper,41-60,Silver,South,Westgate,Card,3,33.9,Small
T00089,C056,P048,Shampoo,Personal Care,Non-Food,2025-05-13,1,4.8,4.8,Premium Shopper,41-60,Silver,South,Westgate,Card,3,33.9,Small
T00105,C009,P008,Whole Milk,Dairy,Fresh Food,2025-05-13,1,2.1,2.1,Senior,60+,Silver,North,Hilltop,Cash,2,9.3,Small
T00105,C009,P018,Ground Beef,Meat,Fresh Food,2025-05-13,1,7.2,7.2,Senior,60+,Silver,North,Hilltop,Cash,2,9.3,Small
T00107,C032,P014,Whole Wheat Bread,Bakery,Fresh Food,2025-05-15,1,2.4,2.4,Family,41-60,Not Enrolled,Central,Hilltop,Cash,3,16.3,Small
T00107,C032,P016,Croissant,Bakery,Fresh Food,2025-05-15,3,3.1,9.3,Family,41-60,Not Enrolled,Central,Hilltop,Cash,3,16.3,Small
T00107,C032,P030,Pretzels,Snacks,Grocery,2025-05-15,2,2.3,4.6,Family,41-60,Not Enrolled,Central,Hilltop,Cash,3,16.3,Small
T00099,C034,P021,Orange Juice,Beverages,Grocery,2025-05-16,2,3.4,6.8,Budget Shopper,26-40,Gold,West,Westgate,Mobile,1,6.8,Single
T00085,C024,P007,Avocado,Produce,Fresh Food,2025-05-17,3,1.5,4.5,Student,18-25,Not Enrolled,West,Riverside,Card,2,14.7,Small
T00085,C024,P021,Orange Juice,Beverages,Grocery,2025-05-17,3,3.4,10.2,Student,18-25,Not Enrolled,West,Riverside,Card,2,14.7,Small
T00091,C031,P004,Lettuce,Produce,Fresh Food,2025-05-18,1,1.4,1.4,Student,18-25,Bronze,East,Hilltop,Card,2,5.8,Small
T00091,C031,P050,Hand Soap,Personal Care,Non-Food,2025-05-18,2,2.2,4.4,Student,18-25,Bronze,East,Hilltop,Card,2,5.8,Small
T00082,C025,P003,Tomatoes,Produce,Fresh Food,2025-05-20,1,1.8,1.8,Budget Shopper,26-40,Not Enrolled,Central,Riverside,Card,4,11.7,Large
T00082,C025,P011,Butter,Dairy,Fresh Food,2025-05-20,1,3.8,3.8,Budget Shopper,26-40,Not Enrolled,Central,Riverside,Card,4,11.7,Large
T00082,C025,P029,Popcorn,Snacks,Grocery,2025-05-20,1,2.0,2.0,Budget Shopper,26-40,Not Enrolled,Central,Riverside,Card,4,11.7,Large
T00082,C025,P047,Trash Bags,Household,Non-Food,2025-05-20,1,4.1,4.1,Budget Shopper,26-40,Not Enrolled,Central,Riverside,Card,4,11.7,Large
T00096,C019,P012,Eggs,Dairy,Fresh Food,2025-05-20,4,2.6,10.4,Young Singles,26-40,Silver,North,Westgate,Card,1,10.4,Single
T00084,C031,P006,Carrots,Produce,Fresh Food,2025-05-21,1,0.85,0.85,Student,18-25,Bronze,East,Hilltop,Cash,5,28.35,Large
T00084,C031,P008,Whole Milk,Dairy,Fresh Food,2025-05-21,1,2.1,2.1,Student,18-25,Bronze,East,Hilltop,Cash,5,28.35,Large
T00084,C031,P011,Butter,Dairy,Fresh Food,2025-05-21,1,3.8,3.8,Student,18-25,Bronze,East,Hilltop,Cash,5,28.35,Large
T00084,C031,P019,Bacon,Meat,Fresh Food,2025-05-21,2,5.4,10.8,Student,18-25,Bronze,East,Hilltop,Cash,5,28.35,Large
T00084,C031,P049,Toothpaste,Personal Care,Non-Food,2025-05-21,4,2.7,10.8,Student,18-25,Bronze,East,Hilltop,Cash,5,28.35,Large
